#separator:tab
#html:true
#columns:Front	Back	Tags
#tags column:3
<div style="font-size:44px;line-height:2.0">あっ</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">interjection</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">ah; oh</div><div style="font-size:12px;color:#a7aebb">frequency rank 23</div><hr><div style="font-size:22px;line-height:2.2"><b>あっ</b>！<ruby>教<rt>おし</rt></ruby>えてくれ。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">Oh! Show me how.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::interjection rank::0001-0500
<div style="font-size:44px;line-height:2.0"><ruby>今<rt>いま</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">now; the present time; just now</div><div style="font-size:12px;color:#a7aebb">frequency rank 24</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼<rt>かれ</rt></ruby>は<b><ruby>今<rt>こん</rt></ruby></b><ruby>学期<rt>がっき</rt></ruby>ほとんど<ruby>勉強<rt>べんきょう</rt></ruby>していない。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">He has hardly studied this term.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0001-0500
<div style="font-size:44px;line-height:2.0"><ruby>方<rt>ほう</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">direction; way; side</div><div style="font-size:12px;color:#a7aebb">frequency rank 25</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼<rt>かれ</rt></ruby>はできるだけ<ruby>速<rt>はや</rt></ruby>く<ruby>私<rt>わたし</rt></ruby>の<b><ruby>方<rt>ほう</rt></ruby></b>へ<ruby>走<rt>はし</rt></ruby>ってきた。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">He ran toward me as fast as he could.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0001-0500
<div style="font-size:44px;line-height:2.0">として</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">expression</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">as (i.e. in the role of); for (i.e. from the viewpoint of)</div><div style="font-size:12px;color:#a7aebb">frequency rank 26</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼<rt>かれ</rt></ruby>はいつも<ruby>偉大<rt>いだい</rt></ruby>な<ruby>学者<rt>がくしゃ</rt></ruby><b>として</b><ruby>通<rt>かよ</rt></ruby>っている。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">He always passes for a great scholar.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::expression rank::0001-0500
<div style="font-size:44px;line-height:2.0"><ruby>日本<rt>にほん</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">Japan</div><div style="font-size:12px;color:#a7aebb">frequency rank 27</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼<rt>かれ</rt></ruby>は<b><ruby>日本<rt>にっぽん</rt></ruby></b>について<ruby>良<rt>よ</rt></ruby>く<ruby>知<rt>し</rt></ruby>りません。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">He doesn't know much about Japan.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0001-0500
<div style="font-size:44px;line-height:2.0"><ruby>自分<rt>じぶん</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">pronoun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">myself; yourself; oneself</div><div style="font-size:12px;color:#a7aebb">frequency rank 28</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼女<rt>かのじょ</rt></ruby>は<b><ruby>自分<rt>じぶん</rt></ruby></b>の<ruby>家族<rt>かぞく</rt></ruby><ruby>問題<rt>もんだい</rt></ruby>についてどんどん<ruby>話<rt>はな</rt></ruby>しつづけた。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">She talked on and on about her family problems.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::pronoun rank::0001-0500
<div style="font-size:44px;line-height:2.0"><ruby>俺<rt>おれ</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">pronoun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">I; me</div><div style="font-size:12px;color:#a7aebb">frequency rank 29</div><hr><div style="font-size:22px;line-height:2.2">どうやら、<b><ruby>俺<rt>おれ</rt></ruby></b>は<ruby>微睡<rt>まどろ</rt></ruby>んでいたらしい・・・。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">It looks like I must have dozed off.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::pronoun rank::0001-0500
<div style="font-size:44px;line-height:2.0"><ruby>前<rt>まえ</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">in front (of); before (e.g. a building)</div><div style="font-size:12px;color:#a7aebb">frequency rank 30</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼<rt>かれ</rt></ruby>ら２００メートル<b><ruby>前<rt>まえ</rt></ruby></b>を<ruby>歩<rt>ある</rt></ruby>いていた。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">They were walking two hundred meters in advance.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0001-0500
<div style="font-size:44px;line-height:2.0"><ruby>気<rt>き</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">spirit; mind; heart</div><div style="font-size:12px;color:#a7aebb">frequency rank 31</div><hr><div style="font-size:22px;line-height:2.2">とてもそんな<ruby>男<rt>おとこ</rt></ruby>を<ruby>援助<rt>えんじょ</rt></ruby>する<b><ruby>気<rt>き</rt></ruby></b>にはなれない。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">I cannot bring myself to help such a man.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0001-0500
<div style="font-size:44px;line-height:2.0"><ruby>時間<rt>じかん</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">time</div><div style="font-size:12px;color:#a7aebb">frequency rank 32</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼<rt>かれ</rt></ruby>はかなり<ruby>長<rt>なが</rt></ruby>い<b><ruby>時間<rt>じかん</rt></ruby></b><ruby>待<rt>ま</rt></ruby>っていた。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">He did a good bit of waiting.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0001-0500
<div style="font-size:44px;line-height:2.0">また</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">adverb</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">again; once more; once again</div><div style="font-size:12px;color:#a7aebb">frequency rank 33</div><hr><div style="font-size:22px;line-height:2.2"><ruby>先週<rt>せんしゅう</rt></ruby><ruby>止<rt>と</rt></ruby>めたところから<b>また</b><ruby>読<rt>よ</rt></ruby>み<ruby>始<rt>はじ</rt></ruby>めましょう。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">Let's resume reading where we left off last week.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::adverb rank::0001-0500
<div style="font-size:44px;line-height:2.0">できる</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">verb</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">to be able to do; to be possible; to be permitted (to do)</div><div style="font-size:12px;color:#a7aebb">frequency rank 34</div><hr><div style="font-size:22px;line-height:2.2"><ruby>病気<rt>びょうき</rt></ruby>のため<ruby>登校<rt>とうこう</rt></ruby><b>でき</b>なかった。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">Illness prevented me from coming to school.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::verb rank::0001-0500
