#separator:tab
#html:true
#columns:Front	Back	Tags
#tags column:3
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ました</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ました</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">polite past verb ending</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Verb ます-stem + ました</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">Completed action or past state, in polite speech.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2"><ruby>昨日<rt>きのう</rt></ruby><ruby>映画<rt>えいが</rt></ruby>を<ruby>見<rt>み</rt></ruby>ました。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I watched a movie yesterday.</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">「これは<ruby>何<rt>なに</rt></ruby>だろう」とトニーは<ruby>尋<rt>たず</rt></ruby>ねました。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I wonder what this is, said Tony.</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">あなたのおかげで<ruby>仕事<rt>しごと</rt></ruby>がうまく<ruby>行<rt>い</rt></ruby>きました。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Thanks to you, the job went well.</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">あなたのご<ruby>注文<rt>ちゅうもん</rt></ruby>なさった<ruby>商品<rt>しょうひん</rt></ruby>が<ruby>届<rt>とど</rt></ruby>きました。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Your order is ready.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ましょう</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ましょう</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">let&#x27;s ~</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Verb ます-stem + ましょう</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">Proposes doing something together. ましょうか offers to do something for someone.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2"><ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>行<rt>い</rt></ruby>きましょう。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Let&#x27;s go together.</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">あなたの<ruby>仕事<rt>しごと</rt></ruby>が<ruby>終<rt>お</rt></ruby>わった<ruby>後<rt>のち</rt></ruby>で<ruby>会<rt>あ</rt></ruby>いましょう。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">We will meet after you have finished your work.</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">あの<ruby>人<rt>ひと</rt></ruby>のために<ruby>何<rt>なに</rt></ruby>か<ruby>買<rt>か</rt></ruby>ってあげましょうか。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Shall I buy some for him?</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">お<ruby>手伝<rt>てつだ</rt></ruby>いしましょうかって<ruby>言<rt>い</rt></ruby>いましたのよ。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I said, &quot;Is there anything I can do?&quot;</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ましょうか</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ましょうか</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">shall I ~? / shall we ~?</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Verb ます-stem + ましょうか</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">Offers help or proposes an action, checking the listener&#x27;s wishes.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2"><ruby>窓<rt>まど</rt></ruby>を<ruby>開<rt>あ</rt></ruby>けましょうか。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Shall I open the window?</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">あの<ruby>人<rt>ひと</rt></ruby>のために<ruby>何<rt>なに</rt></ruby>か<ruby>買<rt>か</rt></ruby>ってあげましょうか。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Shall I buy some for him?</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">お<ruby>手伝<rt>てつだ</rt></ruby>いしましょうかって<ruby>言<rt>い</rt></ruby>いましたのよ。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I said, &quot;Is there anything I can do?&quot;</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">ケンにあとでこちらから<ruby>電話<rt>でんわ</rt></ruby>しましょうか。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Shall I call Ken back?</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ましょうか (offer)</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ましょうか (offer)</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">shall I do it for you?</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Verb ます-stem + ましょうか</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">Used when the speaker offers to act on the listener&#x27;s behalf.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2"><ruby>荷物<rt>にもつ</rt></ruby>を<ruby>持<rt>も</rt></ruby>ちましょうか。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Shall I carry your luggage?</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">あの<ruby>人<rt>ひと</rt></ruby>のために<ruby>何<rt>なに</rt></ruby>か<ruby>買<rt>か</rt></ruby>ってあげましょうか。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Shall I buy some for him?</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">お<ruby>手伝<rt>てつだ</rt></ruby>いしましょうかって<ruby>言<rt>い</rt></ruby>いましたのよ。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I said, &quot;Is there anything I can do?&quot;</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">ケンにあとでこちらから<ruby>電話<rt>でんわ</rt></ruby>しましょうか。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Shall I call Ken back?</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ます</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ます</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">polite non-past verb ending</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Verb ます-stem + ます</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">Expresses present habit or future action. Negative ません, past ました, past negative ませんでした.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2"><ruby>毎日<rt>まいにち</rt></ruby><ruby>日本語<rt>にほんご</rt></ruby>を<ruby>勉強<rt>べんきょう</rt></ruby>します。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I study Japanese every day.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ません</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ません</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">polite negative verb ending</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Verb ます-stem + ません</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">The polite negative. Past negative is ませんでした.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">お<ruby>酒<rt>さけ</rt></ruby>を<ruby>飲<rt>の</rt></ruby>みません。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I don&#x27;t drink alcohol.</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">あなたのご<ruby>親切<rt>しんせつ</rt></ruby>を<ruby>私<rt>わたし</rt></ruby>はけっして<ruby>忘<rt>わす</rt></ruby>れません。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I shall never forget your kindness.</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">あなたは<ruby>体<rt>からだ</rt></ruby>を<ruby>大事<rt>だいじ</rt></ruby>にしなければいけません。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">You must take care of yourself.</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">あなたは<ruby>泳<rt>およ</rt></ruby>げる。しかし、<ruby>私<rt>わたし</rt></ruby>は<ruby>泳<rt>およ</rt></ruby>げません。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">You can swim, but I can&#x27;t swim.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ませんか</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜ませんか</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">won&#x27;t you ~? (invitation)</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Verb ます-stem + ませんか</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">A polite invitation. More tentative, and therefore politer, than ましょう.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2"><ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>昼<rt>ひる</rt></ruby>ご<ruby>飯<rt>はん</rt></ruby>を<ruby>食<rt>た</rt></ruby>べませんか。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Won&#x27;t you have lunch with me?</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">「いっしょにきませんか」「ええ、<ruby>喜<rt>よろこ</rt></ruby>んで」</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Won&#x27;t you come with us? &quot;I&#x27;d be glad to.&quot;</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">あなたが<ruby>買<rt>か</rt></ruby>ったものを<ruby>見<rt>み</rt></ruby>せてくれませんか。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Will you show me what you bought?</div></div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">あなたはお<ruby>金<rt>かね</rt></ruby>をいくらか<ruby>持<rt>も</rt></ruby>っていませんか。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Do you have any money?</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜まだ</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜まだ</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">still / not yet</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">まだ + affirmative (still) / negative (not yet)</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">まだ〜ていません is the standard way to say something has not happened yet.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">まだ<ruby>宿題<rt>しゅくだい</rt></ruby>をしていません。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I haven&#x27;t done my homework yet.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜まだ〜ていません</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜まだ〜ていません</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">have not ~ed yet</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">まだ + Verb て-form + いません</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">The standard answer to a もう〜ましたか question when the action is incomplete.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">まだ<ruby>食<rt>た</rt></ruby>べていません。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I haven&#x27;t eaten yet.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜も</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜も</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">also / too</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Noun + も</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">Replaces は, が and を rather than stacking with them. With a negative it means &quot;not ~ either&quot;.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2"><ruby>私<rt>わたし</rt></ruby>も<ruby>行<rt>い</rt></ruby>きます。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I will go too.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜も (quantity)</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜も (quantity)</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">as many as / as much as</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Number + counter + も</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">Marks a quantity the speaker finds surprisingly large.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">ビールを<ruby>五<rt>ご</rt></ruby><ruby>本<rt>ほん</rt></ruby>も<ruby>飲<rt>の</rt></ruby>みました。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I drank as many as five beers.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜もう</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜もう</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">already</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">もう + verb (usually past)</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">With a negative it means &quot;no longer&quot;: もう食べません.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">もう<ruby>昼<rt>ひる</rt></ruby>ご<ruby>飯<rt>はん</rt></ruby>を<ruby>食<rt>た</rt></ruby>べました。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I have already eaten lunch.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜や</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜や</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">and (partial list)</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Noun + や + Noun (+ など)</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">Lists representative examples, implying there are others. Often closed with など.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2"><ruby>机<rt>つくえ</rt></ruby>の<ruby>上<rt>うえ</rt></ruby>に<ruby>本<rt>ほん</rt></ruby>やノートがあります。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">There are books and notebooks (among other things) on the desk.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜よ</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜よ</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">~, you know (informing)</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Sentence + よ</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">Presents information the speaker believes is new to the listener. Overuse sounds pushy.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">この<ruby>店<rt>みせ</rt></ruby>は<ruby>安<rt>やす</rt></ruby>いですよ。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">This shop is cheap, you know.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜よく</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜よく</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">often / well</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">よく + verb</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">Means &quot;often&quot; with habitual actions and &quot;well&quot; with ability.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">よく<ruby>映画<rt>えいが</rt></ruby>を<ruby>見<rt>み</rt></ruby>ます。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I often watch movies.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜より〜のほうが</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜より〜のほうが</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">~ is more ~ than ~</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">A より B のほうが + adjective</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">B is the item with more of the quality. The より phrase may be dropped once context is clear.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2"><ruby>電車<rt>でんしゃ</rt></ruby>より<ruby>車<rt>くるま</rt></ruby>のほうが<ruby>速<rt>はや</rt></ruby>いです。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">Cars are faster than trains.</div></div>	jlpt::N5
<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜を</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:14px">N5</div><div style="font-size:36px;font-weight:600;line-height:1.9;margin-bottom:10px">〜を</div><div style="font-size:22px;color:#14532d;margin-bottom:14px">direct object marker</div><div style="font-size:15px;color:#475569;background:#f1f4f9;border-radius:8px;padding:8px 12px;display:inline-block">Noun + を</div><div style="font-size:15px;color:#5b6472;margin-top:14px;line-height:1.7">Marks what the verb acts on. Also marks the place moved through with motion verbs: 公園を歩く.</div><div style="font-size:11px;letter-spacing:.1em;text-transform:uppercase;color:#a7aebb;margin:22px 0 6px">Examples</div><div style="border-top:1px solid #e6eaf0;padding:12px 0"><div style="font-size:21px;line-height:2.2">パンを<ruby>食<rt>た</rt></ruby>べます。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:4px">I eat bread.</div></div>	jlpt::N5
