#separator:tab
#html:true
#columns:Front	Back	Tags
#tags column:3
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">謝る<span style="color:#b4491f;font-weight:600">［ ？ ］</span>、最初からするな。</div><div style="font-size:16px;color:#5b6472;font-style:italic">If you&#x27;re going to apologise, don&#x27;t do it in the first place.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">くらいなら</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Verb dictionary form + くらいなら</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>謝<rt>あやま</rt></ruby>るくらいなら、<ruby>最初<rt>さいしょ</rt></ruby>からするな。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">If you&#x27;re going to apologise, don&#x27;t do it in the first place.</div>	cloze jlpt::N1 fn::comparison
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">感謝<span style="color:#b4491f;font-weight:600">［ ？ ］</span>、恨むことはない。</div><div style="font-size:16px;color:#5b6472;font-style:italic">I may be grateful, but I certainly do not resent it.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">こそすれ</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Verb ます-stem / Noun + こそすれ</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>感謝<rt>かんしゃ</rt></ruby>こそすれ、<ruby>恨<rt>うら</rt></ruby>むことはない。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">I may be grateful, but I certainly do not resent it.</div>	cloze jlpt::N1 fn::concessive
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">慣れぬ<span style="color:#b4491f;font-weight:600">［ ？ ］</span>、失礼しました。</div><div style="font-size:16px;color:#5b6472;font-style:italic">Being unaccustomed to it, I was rude.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">こととて</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Noun の / plain form + こととて</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>慣<rt>な</rt></ruby>れぬこととて、<ruby>失礼<rt>しつれい</rt></ruby>しました。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">Being unaccustomed to it, I was rude.</div>	cloze jlpt::N1 fn::causation
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">名前<span style="color:#b4491f;font-weight:600">［ ？ ］</span>知らなかった。</div><div style="font-size:16px;color:#5b6472;font-style:italic">I didn&#x27;t even know his name.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">すら</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Noun + すら</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>名前<rt>なまえ</rt></ruby>すら<ruby>知<rt>し</rt></ruby>らなかった。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">I didn&#x27;t even know his name.</div>	cloze jlpt::N1 fn::emphasis
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">今年はいいこと<span style="color:#b4491f;font-weight:600">［ ？ ］</span>だった。</div><div style="font-size:16px;color:#5b6472;font-style:italic">This year was nothing but good things.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">ずくめ</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Noun + ずくめ</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>今年<rt>ことし</rt></ruby>はいいことずくめだった。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">This year was nothing but good things.</div>	cloze jlpt::N1 fn::degree
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">壊したのだから、弁償せ<span style="color:#b4491f;font-weight:600">［ ？ ］</span>。</div><div style="font-size:16px;color:#5b6472;font-style:italic">Since I broke it, I can&#x27;t get away without paying for it.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">ずにはすまない</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Verb ない-stem + ずにはすまない</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>壊<rt>こわ</rt></ruby>したのだから、<ruby>弁償<rt>べんしょう</rt></ruby>せずにはすまない。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">Since I broke it, I can&#x27;t get away without paying for it.</div>	cloze jlpt::N1 fn::possibility
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">覚える<span style="color:#b4491f;font-weight:600">［ ？ ］</span>忘れてしまう。</div><div style="font-size:16px;color:#5b6472;font-style:italic">I forget things as fast as I learn them.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">そばから</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Verb dictionary / た-form + そばから</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>覚<rt>おぼ</rt></ruby>えるそばから<ruby>忘<rt>わす</rt></ruby>れてしまう。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">I forget things as fast as I learn them.</div>	cloze jlpt::N1 fn::time fn::comparison
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">一日<span style="color:#b4491f;font-weight:600">［ ？ ］</span>忘れたことはない。</div><div style="font-size:16px;color:#5b6472;font-style:italic">I have not forgotten for even a single day.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">たりとも</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">一 + counter + たりとも + negative</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>一日<rt>いちにち</rt></ruby>たりとも<ruby>忘<rt>わす</rt></ruby>れたことはない。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">I have not forgotten for even a single day.</div>	cloze jlpt::N1 fn::emphasis
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">想像<span style="color:#b4491f;font-weight:600">［ ？ ］</span>しなかった出来事だ。</div><div style="font-size:16px;color:#5b6472;font-style:italic">It was an event I had not even imagined.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">だに</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Verb dictionary form / Noun + だに</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>想像<rt>そうぞう</rt></ruby>だにしなかった<ruby>出来事<rt>できごと</rt></ruby>だ。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">It was an event I had not even imagined.</div>	cloze jlpt::N1 fn::emphasis
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">日本に来て<span style="color:#b4491f;font-weight:600">［ ？ ］</span>、毎日が楽しい。</div><div style="font-size:16px;color:#5b6472;font-style:italic">Ever since I came to Japan, every day has been fun.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">からというもの</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Verb て-form + からというもの</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>日本<rt>にっぽん</rt></ruby>に<ruby>来<rt>き</rt></ruby>てからというもの、<ruby>毎日<rt>まいにち</rt></ruby>が<ruby>楽<rt>たの</rt></ruby>しい。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">Ever since I came to Japan, every day has been fun.</div>	cloze jlpt::N1 fn::causation fn::time
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">故郷を愛し<span style="color:#b4491f;font-weight:600">［ ？ ］</span>。</div><div style="font-size:16px;color:#5b6472;font-style:italic">I love my hometown endlessly.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">てやまない</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Verb て-form + やまない</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>故郷<rt>こきょう</rt></ruby>を<ruby>愛<rt>あい</rt></ruby>してやまない。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">I love my hometown endlessly.</div>	cloze jlpt::N1 fn::emphasis
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">子どもじゃ<span style="color:#b4491f;font-weight:600">［ ？ ］</span>、自分でやりなさい。</div><div style="font-size:16px;color:#5b6472;font-style:italic">You&#x27;re not a child, so do it yourself.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">あるまいし</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Noun + じゃあるまいし</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>子<rt>こ</rt></ruby>どもじゃあるまいし、<ruby>自分<rt>じぶん</rt></ruby>でやりなさい。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">You&#x27;re not a child, so do it yourself.</div>	cloze jlpt::N1 fn::conditional fn::concessive
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">どんな理由<span style="color:#b4491f;font-weight:600">［ ？ ］</span>、暴力は許されない。</div><div style="font-size:16px;color:#5b6472;font-style:italic">Whatever the reason, violence is not permitted.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">であれ</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Noun / question word + であれ</div><div style="font-size:21px;line-height:2.2;margin-top:16px">どんな<ruby>理由<rt>りゆう</rt></ruby>であれ、<ruby>暴力<rt>ぼうりょく</rt></ruby>は<ruby>許<rt>ゆる</rt></ruby>されない。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">Whatever the reason, violence is not permitted.</div>	cloze jlpt::N1 fn::conditional fn::concessive
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">晴れ<span style="color:#b4491f;font-weight:600">［ ？ ］</span>雨であれ、決行します。</div><div style="font-size:16px;color:#5b6472;font-style:italic">Whether fine or rainy, we will go ahead.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">であれ</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Noun + であれ + Noun + であれ</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>晴<rt>は</rt></ruby>れであれ<ruby>雨<rt>あめ</rt></ruby>であれ、<ruby>決行<rt>けっこう</rt></ruby>します。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">Whether fine or rainy, we will go ahead.</div>	cloze jlpt::N1 fn::listing
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">どんな困難<span style="color:#b4491f;font-weight:600">［ ？ ］</span>乗り越える。</div><div style="font-size:16px;color:#5b6472;font-style:italic">Whatever the difficulty, I will overcome it.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">であろうと</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Noun + であろうと</div><div style="font-size:21px;line-height:2.2;margin-top:16px">どんな<ruby>困難<rt>こんなん</rt></ruby>であろうと<ruby>乗<rt>の</rt></ruby>り<ruby>越<rt>こ</rt></ruby>える。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">Whatever the difficulty, I will overcome it.</div>	cloze jlpt::N1 fn::concessive
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">専門家<span style="color:#b4491f;font-weight:600">［ ？ ］</span>分からない問題だ。</div><div style="font-size:16px;color:#5b6472;font-style:italic">It is a problem even experts cannot solve.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">ですら</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Noun + ですら</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>専門<rt>せんもん</rt></ruby><ruby>家<rt>か</rt></ruby>ですら<ruby>分<rt>わ</rt></ruby>からない<ruby>問題<rt>もんだい</rt></ruby>だ。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">It is a problem even experts cannot solve.</div>	cloze jlpt::N1 fn::emphasis
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">連休<span style="color:#b4491f;font-weight:600">［ ？ ］</span>、道路が混んでいる。</div><div style="font-size:16px;color:#5b6472;font-style:italic">Being a long weekend, the roads are crowded.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">とあって</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Noun / plain form + とあって</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>連休<rt>れんきゅう</rt></ruby>とあって、<ruby>道路<rt>どうろ</rt></ruby>が<ruby>混<rt>こ</rt></ruby>んでいる。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">Being a long weekend, the roads are crowded.</div>	cloze jlpt::N1 fn::causation
<div style="font-size:23px;line-height:2.0;margin-bottom:14px">子どものため<span style="color:#b4491f;font-weight:600">［ ？ ］</span>、何でもする。</div><div style="font-size:16px;color:#5b6472;font-style:italic">If it&#x27;s for my child, I&#x27;ll do anything.</div>	<div style="display:inline-block;font-size:11px;letter-spacing:.12em;color:#6b7280;border:1px solid #d8dde6;border-radius:99px;padding:2px 10px;margin-bottom:12px">N1</div><div style="font-size:32px;font-weight:600;color:#b4491f;margin-bottom:6px">とあれば</div><div style="font-size:14px;color:#475569;background:#f1f4f9;border-radius:8px;padding:7px 11px;display:inline-block;margin-top:14px">Noun / plain form + とあれば</div><div style="font-size:21px;line-height:2.2;margin-top:16px"><ruby>子<rt>こ</rt></ruby>どものためとあれば、<ruby>何<rt>なに</rt></ruby>でもする。</div><div style="font-size:15px;color:#5b6472;font-style:italic;margin-top:6px">If it&#x27;s for my child, I&#x27;ll do anything.</div>	cloze jlpt::N1 fn::conditional fn::causation
